loan_id,application_id,customer_id,state,city,gender,employment_type,occupation_category,income_band,monthly_income,credit_score,debt_to_income_ratio,acquisition_channel,loan_product,purpose_category,risk_band,underwriting_score,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,current_outstanding,days_past_due,delinquency_bucket,default_flag,write_off_flag,total_due_amount,total_paid_amount,repayment_completion_rate,missed_payment_count,partial_payment_count,late_payment_count,avg_days_late,max_days_late,pd_score,lgd,ead,expected_credit_loss,par30_flag,par60_flag,par90_flag,risk_priority_score,risk_priority_band,total_contact_attempts,total_recovered_amount,promise_to_pay_count,last_action_date,last_contact_attempt_number,expected_recoverable_value,collections_priority_score,recommended_next_action
LOAN00021561,APP00034798,CUST0000284,Andhra Pradesh,Guntur,Female,Salaried,Manufacturing,Mass Market,37976,720,0.783,Mobile App,Salary Advance,Festival Expense,High,58.23,2026-04-26,11500.0,23.93,1,11729.33,Defaulted,9962.1,136,Default,1,0,11729.33,0.0,0.0,0,1,0,0.0,0,0.55,0.68,9962.1,3725.83,1,1,1,65.04,High Priority,4.0,1191.85,1.0,2026-06-20,4.0,3379.14,45.78,Settlement offer / legal review
LOAN00017355,APP00028082,CUST0009253,Andhra Pradesh,Tirupati,Male,Gig Worker,Delivery and Mobility,Mass Market,29331,571,0.533,Mobile App,Consumer Durable Loan,Furniture,Critical,15.47,2026-02-24,24500.0,25.51,6,4392.47,Defaulted,22322.39,203,Default,1,0,17569.88,8784.94,0.5,2,0,1,51.5,90,0.55,0.68,22322.39,8348.57,1,1,1,65.39,High Priority,8.0,0.0,0.0,2026-06-10,8.0,7143.16,45.78,Settlement offer / legal review
LOAN00011761,APP00018931,CUST0001984,Maharashtra,Nashik,Female,Salaried,Healthcare,Mass Market,48037,642,0.344,Website,Consumer Durable Loan,Mobile Phone,High,57.29,2025-04-26,47000.0,22.76,6,8361.48,Defaulted,6329.96,146,Default,1,0,50168.88,34227.63,0.6822,1,2,1,28.0,60,0.55,0.68,6329.96,2367.41,1,1,1,64.93,High Priority,17.0,18614.27,4.0,2026-04-09,17.0,2390.19,45.77,Settlement offer / legal review
LOAN00010381,APP00016652,CUST0003866,Uttar Pradesh,Lucknow,Female,Gig Worker,Freelance Services,Mass Market,30909,497,0.748,DSA Agent,Business Micro-loan,Equipment Purchase,Critical,0.0,2026-03-01,66000.0,28.8,12,6395.26,Defaulted,48863.27,91,Default,1,0,70347.86,16839.77,0.2394,0,1,0,1.4545454545454546,14,0.85,0.68,48863.27,28242.97,1,1,1,79.65,High Priority,4.0,0.0,0.0,2026-06-12,4.0,15636.25,45.77,Settlement offer / legal review
LOAN00007383,APP00011877,CUST0006696,Maharashtra,Nagpur,Female,Self-employed,Small Business,Upper Mass,90895,692,0.576,Mobile App,Business Micro-loan,Equipment Purchase,Critical,26.23,2026-04-06,305500.0,30.29,12,29825.91,Active,321367.65,60,31-60 DPD,0,0,59651.82,29825.91,0.5,0,1,1,8.0,16,0.4331,0.58,321367.65,80726.91,1,1,0,52.69,Medium Priority,0.0,0.0,0.0,No Prior Contact,0.0,134974.41,45.77,Priority phone call
LOAN00016094,APP00025999,CUST0013736,Gujarat,Ahmedabad,Male,Salaried,IT and Services,Affluent,107534,695,0.189,Mobile App,Consumer Durable Loan,Furniture,Medium,75.95,2025-06-13,45000.0,18.62,24,2260.09,Defaulted,32244.12,150,Default,1,0,38421.53,19131.940000000002,0.4979,3,1,2,18.235294117647058,98,0.55,0.68,32244.12,12059.3,1,1,1,65.67,High Priority,23.0,29045.0,3.0,2026-06-11,23.0,12175.38,45.76,Settlement offer / legal review
LOAN00006094,APP00009827,CUST0024236,Telangana,Warangal,Female,Contract Worker,Operations Support,Low Income,22787,636,0.741,Website,Personal Loan,Education,Critical,24.79,2026-03-25,57000.0,28.9,18,3939.88,Defaulted,53573.28,127,Default,1,0,39398.8,7879.76,0.2,1,0,1,12.7,102,0.55,0.68,53573.28,20036.41,1,1,1,66.28,High Priority,5.0,27402.45,1.0,2026-06-27,5.0,18172.06,45.75,Settlement offer / legal review
LOAN00017373,APP00028113,CUST0006970,Maharashtra,Pune,Female,Self-employed,Sales and Retail,Upper Mass,64152,665,0.456,Mobile App,Personal Loan,Debt Consolidation,Critical,31.52,2025-06-24,154000.0,28.74,36,6431.72,Defaulted,106889.68,120,Default,1,0,186519.88,61113.3,0.3277,2,2,2,8.551724137931034,108,0.55,0.68,106889.68,39976.74,1,1,1,67.81,High Priority,23.0,76133.73000000001,3.0,2026-06-26,23.0,40361.54,45.75,Settlement offer / legal review
LOAN00008850,APP00014202,CUST0022907,Uttar Pradesh,Lucknow,Male,Self-employed,Professional Services,Upper Mass,58327,666,0.617,Mobile App,Salary Advance,Monthly Cashflow,Critical,28.72,2024-01-31,7500.0,30.18,1,7688.62,Defaulted,7290.26,131,Default,1,0,7688.62,0.0,0.0,1,0,0,50.0,50,0.55,0.68,7290.26,2726.56,1,1,1,64.96,High Priority,50.0,15179.119999999999,8.0,2026-06-07,50.0,2752.8,45.74,Settlement offer / legal review
LOAN00014616,APP00023574,CUST0014506,Telangana,Nizamabad,Male,Contract Worker,Other Services,Upper Mass,50315,668,0.507,Referral,Business Micro-loan,Working Capital,Critical,0.0,2025-12-20,114500.0,30.54,9,14395.33,Defaulted,51786.91,116,Default,1,0,86371.98,40119.979999999996,0.4645,2,2,1,34.5,82,0.55,0.68,51786.91,19368.3,1,1,1,66.23,High Priority,7.0,49756.76,3.0,2026-06-09,7.0,19554.74,45.73,Settlement offer / legal review
LOAN00005537,APP00008897,CUST0001679,Maharashtra,Nagpur,Male,Gig Worker,Freelance Services,Mass Market,26674,574,0.431,Partner Marketplace,Consumer Durable Loan,Home Appliance,Critical,26.29,2025-11-04,36000.0,25.3,12,3426.83,Defaulted,28494.36,210,Default,1,0,27414.64,14873.79,0.5425,2,2,2,33.125,113,0.55,0.68,28494.36,10656.89,1,1,1,65.57,High Priority,14.0,6359.19,1.0,2026-06-30,14.0,9665.29,45.72,Settlement offer / legal review
LOAN00016250,APP00026273,CUST0018615,Maharashtra,Nagpur,Female,Salaried,Manufacturing,Upper Mass,72909,653,0.741,Referral,Consumer Durable Loan,Electronics,Critical,40.66,2025-12-14,63500.0,25.96,24,3419.75,Defaulted,61309.14,138,Default,1,0,47876.5,13679.0,0.2857,1,1,3,10.428571428571429,63,0.55,0.68,61309.14,22929.62,1,1,1,66.51,High Priority,14.0,1319.34,3.0,2026-06-28,14.0,23150.33,45.71,Settlement offer / legal review
LOAN00000610,APP00000991,CUST0004436,Tamil Nadu,Chennai,Male,Small Business Owner,Small Business,Affluent,105273,670,0.527,Mobile App,Business Micro-loan,Shop Renovation,Critical,28.92,2025-11-30,174500.0,31.06,18,12250.21,Defaulted,126693.16,155,Default,1,0,159252.72999999998,59214.63,0.3718,0,3,3,10.846153846153847,58,0.55,0.68,126693.16,47383.24,1,1,1,68.38,High Priority,11.0,16212.61,0.0,2026-06-27,11.0,40541.81,45.71,Settlement offer / legal review
LOAN00013484,APP00021736,CUST0010911,Telangana,Nizamabad,Male,Salaried,Sales and Retail,Upper Mass,75944,670,0.573,DSA Agent,Salary Advance,Emergency Expense,Medium,65.84,2025-08-23,54000.0,21.96,6,9585.16,Defaulted,26469.5,123,Default,1,0,57510.96,34496.99,0.5998,2,1,0,30.5,85,0.55,0.68,26469.5,9899.59,1,1,1,65.51,High Priority,19.0,62851.72,5.0,2026-06-15,19.0,9994.88,45.69,Settlement offer / legal review
LOAN00011502,APP00018488,CUST0019812,Andhra Pradesh,Vijayawada,Female,Salaried,Healthcare,Upper Mass,91609,663,0.234,DSA Agent,Personal Loan,Debt Consolidation,Critical,36.37,2025-07-05,184500.0,27.78,6,33289.02,Defaulted,106353.04,163,Default,1,0,199734.12,74934.62999999999,0.3752,3,1,1,41.166666666666664,101,0.55,0.68,106353.04,39776.04,1,1,1,67.79,High Priority,24.0,86519.64,0.0,2026-06-12,24.0,34032.97,45.69,Settlement offer / legal review
LOAN00012682,APP00020457,CUST0006783,Tamil Nadu,Coimbatore,Male,Self-employed,Transport and Logistics,Upper Mass,60887,616,0.743,Website,Business Micro-loan,Inventory Purchase,Critical,12.03,2024-09-15,134500.0,29.63,12,13087.55,Defaulted,43270.15,145,Default,1,0,157050.59999999998,119258.56999999999,0.7594,2,2,4,26.25,102,0.55,0.68,43270.15,16183.04,1,1,1,65.99,High Priority,30.0,155471.93,3.0,2026-05-29,30.0,16338.81,45.68,Settlement offer / legal review
LOAN00017952,APP00029063,CUST0007304,Telangana,Nizamabad,Female,Salaried,IT and Services,Upper Mass,57292,692,0.283,Website,Personal Loan,Education,High,57.74,2025-04-18,112500.0,24.87,24,5996.96,Defaulted,61007.36,109,Default,1,0,83957.44,53972.64,0.6429,4,0,6,24.5,109,0.55,0.68,61007.36,22816.75,1,1,1,66.5,High Priority,26.0,109555.96,5.0,2026-06-20,26.0,23036.38,45.67,Settlement offer / legal review
LOAN00003247,APP00005189,CUST0006134,Andhra Pradesh,Tirupati,Female,Salaried,Finance and Accounting,Upper Mass,68312,645,0.529,Website,Salary Advance,Monthly Cashflow,High,47.5,2025-09-14,25500.0,22.83,3,8825.46,Defaulted,27545.46,219,Default,1,0,26476.379999999997,8825.46,0.3333,2,0,1,61.0,96,0.55,0.68,27545.46,10302.0,1,1,1,65.54,High Priority,12.0,10477.78,1.0,2026-06-30,12.0,9343.42,45.67,Settlement offer / legal review
LOAN00002916,APP00004683,CUST0015832,Telangana,Nizamabad,Female,Salaried,Sales and Retail,Mass Market,37200,661,0.431,Paid Search,Personal Loan,Medical Expense,High,47.1,2024-09-28,89500.0,23.58,9,10946.82,Defaulted,8406.51,130,Default,1,0,98521.38,60767.19,0.6168,2,2,3,33.666666666666664,94,0.55,0.68,8406.51,3144.03,1,1,1,64.99,High Priority,29.0,54728.3,5.0,2026-06-30,29.0,3174.3,45.66,Settlement offer / legal review
LOAN00005111,APP00008191,CUST0002195,West Bengal,Kolkata,Female,Contract Worker,Other Services,Mass Market,43450,670,0.586,Mobile App,Personal Loan,Debt Consolidation,Critical,28.05,2025-01-23,82000.0,29.09,24,4546.53,Defaulted,37832.79,147,Default,1,0,77291.01,57715.46,0.7467,2,3,9,22.11764705882353,87,0.55,0.68,37832.79,14149.46,1,1,1,65.83,High Priority,21.0,13215.11,3.0,2026-06-28,21.0,14285.66,45.66,Settlement offer / legal review
LOAN00020629,APP00033315,CUST0002964,Maharashtra,Nashik,Male,Self-employed,Small Business,Upper Mass,64419,655,0.272,Partner Marketplace,Business Micro-loan,Equipment Purchase,Critical,31.78,2026-01-31,116000.0,31.6,18,8174.93,Defaulted,117605.95,115,Default,1,0,122623.95000000001,32699.72,0.2667,1,0,1,4.733333333333333,51,0.55,0.68,117605.95,43984.63,1,1,1,68.12,High Priority,12.0,40809.119999999995,3.0,2026-06-14,12.0,44408.01,45.65,Settlement offer / legal review
LOAN00017411,APP00028181,CUST0001576,Karnataka,Mysuru,Female,Small Business Owner,Small Business,Affluent,105595,668,0.465,Referral,Business Micro-loan,Equipment Purchase,Critical,34.12,2025-08-14,185500.0,30.38,24,10408.15,Defaulted,134432.74,137,Default,1,0,145714.1,63361.049999999996,0.4348,3,2,2,23.857142857142858,110,0.55,0.68,134432.74,50277.84,1,1,1,68.6,High Priority,10.0,54703.9,1.0,2026-05-20,10.0,45599.59,45.64,Settlement offer / legal review
LOAN00021123,APP00034093,CUST0002118,Uttar Pradesh,Ghaziabad,Male,Self-employed,Small Business,Upper Mass,99607,759,0.263,Partner Marketplace,Personal Loan,Home Improvement,Medium,65.91,2025-09-23,289000.0,22.99,6,51447.51,Defaulted,51036.3,156,Default,1,0,308685.06,205790.04,0.6667,2,0,2,38.666666666666664,97,0.55,0.68,51036.3,19087.58,1,1,1,66.21,High Priority,18.0,11417.27,2.0,2026-06-09,18.0,18291.41,45.64,Settlement offer / legal review
LOAN00011203,APP00017958,CUST0018425,Delhi,Rohini,Male,Salaried,Education,Upper Mass,52704,671,0.643,Mobile App,Salary Advance,Emergency Expense,High,51.95,2026-03-29,33000.0,23.74,2,16991.24,Defaulted,24984.89,126,Default,1,0,33982.48,16991.24,0.5,1,0,1,62.0,96,0.55,0.68,24984.89,9344.35,1,1,1,65.47,High Priority,2.0,7691.07,0.0,2026-05-16,2.0,7995.16,45.63,Settlement offer / legal review
LOAN00004442,APP00007104,CUST0019538,West Bengal,Howrah,Female,Contract Worker,Operations Support,Low Income,24995,557,0.85,Mobile App,Consumer Durable Loan,Electronics,Critical,4.66,2025-11-25,39500.0,25.9,18,2671.55,Defaulted,26861.66,185,Default,1,0,42744.8,12127.970000000001,0.2837,1,2,1,5.5,64,0.55,0.68,26861.66,10046.26,1,1,1,65.52,High Priority,10.0,7818.49,1.0,2026-06-19,10.0,9111.48,45.63,Settlement offer / legal review
LOAN00014729,APP00023762,CUST0009833,Karnataka,Bengaluru,Male,Salaried,Manufacturing,Mass Market,38587,637,0.609,Social Media,Salary Advance,Festival Expense,Critical,38.26,2026-03-10,15000.0,26.71,1,15333.88,Defaulted,15663.65,124,Default,1,0,15333.88,15333.88,1.0,0,0,1,13.0,13,0.55,0.68,15663.65,5858.21,1,1,1,65.2,High Priority,3.0,0.0,1.0,2026-06-29,3.0,5313.11,45.63,Settlement offer / legal review
LOAN00005284,APP00008462,CUST0022276,Karnataka,Bengaluru,Female,Gig Worker,Transport and Logistics,Low Income,21649,530,0.702,Referral,Personal Loan,Home Improvement,Critical,0.0,2025-04-19,13000.0,27.22,24,708.39,Defaulted,8899.26,103,Default,1,0,10625.85,4968.46,0.4676,6,2,4,36.93333333333333,93,0.7318,0.68,8899.26,4428.49,1,1,1,73.19,High Priority,20.0,10731.82,5.0,2026-05-25,20.0,3360.36,45.62,Settlement offer / legal review
LOAN00018412,APP00029787,CUST0014230,Karnataka,Hubballi,Female,Small Business Owner,Small Business,Mass Market,47292,621,0.745,Website,Personal Loan,Home Improvement,Critical,0.0,2026-02-08,135500.0,28.91,24,7500.37,Defaulted,115522.59,107,Default,1,0,150007.4,15844.45,0.1056,1,2,0,3.9,37,0.55,0.68,115522.59,43205.45,1,1,1,68.06,High Priority,4.0,0.0,0.0,2026-06-23,4.0,36967.23,45.62,Settlement offer / legal review
LOAN00012136,APP00019560,CUST0000840,Delhi,Rohini,Female,Self-employed,Small Business,Upper Mass,60081,689,0.398,Mobile App,Personal Loan,Education,Critical,41.78,2025-07-20,124500.0,27.95,9,15493.76,Defaulted,26654.6,220,Default,1,0,139443.84,71850.19,0.5153,3,2,1,43.666666666666664,111,0.55,0.68,26654.6,9968.82,1,1,1,65.51,High Priority,18.0,39800.58,1.0,2026-06-27,18.0,9041.24,45.62,Settlement offer / legal review
LOAN00003937,APP00006277,CUST0007732,Rajasthan,Kota,Male,Contract Worker,Manufacturing,Low Income,23881,620,0.688,Paid Search,Personal Loan,Medical Expense,Critical,15.98,2026-02-21,70500.0,28.78,24,3897.72,Defaulted,51547.71,167,Default,1,0,81852.12,11693.16,0.1429,0,0,2,0.42857142857142855,9,0.55,0.68,51547.71,19278.84,1,1,1,66.23,High Priority,8.0,0.0,0.0,2026-06-27,8.0,16495.27,45.6,Settlement offer / legal review
LOAN00008253,APP00013228,CUST0008691,Karnataka,Mangaluru,Male,Salaried,Sales and Retail,Mass Market,40753,644,0.313,Website,Personal Loan,Travel,High,54.71,2025-09-18,34000.0,25.0,36,1351.83,Defaulted,26285.93,214,Default,1,0,39203.07,6759.15,0.1724,3,1,2,9.448275862068966,110,0.55,0.68,26285.93,9830.94,1,1,1,65.5,High Priority,14.0,0.0,1.0,2026-05-27,14.0,8916.19,45.6,Settlement offer / legal review
LOAN00009694,APP00015503,CUST0022325,Delhi,Rohini,Male,Self-employed,Professional Services,Upper Mass,65580,634,0.595,Website,Consumer Durable Loan,Electronics,High,53.32,2025-11-12,72000.0,23.02,6,12818.46,Defaulted,26049.44,219,Default,1,0,76910.76,56227.03,0.7311,1,2,1,32.5,91,0.55,0.68,26049.44,9742.49,1,1,1,65.5,High Priority,10.0,5644.01,1.0,2026-06-12,10.0,8835.97,45.59,Settlement offer / legal review
LOAN00014770,APP00023840,CUST0015348,Uttar Pradesh,Kanpur,Male,Gig Worker,Freelance Services,Mass Market,38465,623,0.265,Mobile App,Personal Loan,Debt Consolidation,Critical,18.25,2024-10-07,129500.0,28.21,6,23393.57,Defaulted,77044.11,102,Default,1,0,140361.41999999998,40075.71,0.2855,3,2,1,56.833333333333336,75,0.55,0.68,77044.11,28814.5,1,1,1,66.96,High Priority,31.0,56662.64,6.0,2026-05-27,31.0,29091.86,45.59,Settlement offer / legal review
LOAN00014257,APP00023013,CUST0018718,Maharashtra,Nashik,Male,Salaried,Manufacturing,Mass Market,48684,626,0.655,Mobile App,Salary Advance,Monthly Cashflow,Critical,35.21,2026-02-10,5500.0,24.99,6,984.63,Defaulted,4607.97,215,Default,1,0,3938.52,2206.85,0.5603,1,1,0,30.5,115,0.55,0.68,4607.97,1723.38,1,1,1,64.88,High Priority,9.0,1202.35,1.0,2026-06-27,9.0,1563.02,45.59,Settlement offer / legal review
LOAN00018020,APP00029173,CUST0002158,Delhi,Dwarka,Male,Contract Worker,Operations Support,Low Income,24363,601,0.22,Mobile App,Salary Advance,Festival Expense,Critical,22.0,2026-03-27,6500.0,27.31,3,2266.03,Defaulted,5747.71,142,Default,1,0,6798.09,0.0,0.0,3,0,0,95.0,103,0.55,0.68,5747.71,2149.64,1,1,1,64.91,High Priority,3.0,253.15,0.0,2026-06-24,3.0,1839.27,45.58,Settlement offer / legal review
LOAN00014317,APP00023112,CUST0018135,Karnataka,Hubballi,Female,Self-employed,Other Services,Upper Mass,89834,707,0.441,Website,Business Micro-loan,Shop Renovation,Critical,41.68,2026-01-26,245000.0,31.58,36,10613.79,Defaulted,197248.62,97,Default,1,0,265344.75,42455.16,0.16,0,0,2,1.76,43,0.55,0.68,197248.62,73770.98,1,1,1,70.4,High Priority,10.0,86453.12,2.0,2026-06-15,10.0,70693.91,45.58,Settlement offer / legal review
LOAN00012877,APP00020779,CUST0000444,Karnataka,Mangaluru,Female,Salaried,Finance and Accounting,Low Income,12000,563,0.244,Referral,Salary Advance,Utility Bills,Critical,43.6,2025-07-06,4500.0,27.64,3,1569.62,Defaulted,5050.5,174,Default,1,0,4708.86,3382.89,0.7184,0,2,0,22.666666666666668,51,0.55,0.68,5050.5,1888.89,1,1,1,64.89,High Priority,14.0,2589.63,2.0,2026-06-29,14.0,1810.1,45.58,Settlement offer / legal review
LOAN00009841,APP00015749,CUST0012557,Telangana,Nizamabad,Female,Salaried,Education,Upper Mass,62595,680,0.216,Partner Marketplace,Personal Loan,Debt Consolidation,High,55.13,2026-02-16,223000.0,24.75,12,21167.81,Defaulted,193234.61,90,Default,1,0,127006.86000000002,42335.62,0.3333,2,0,2,15.166666666666666,41,0.55,0.68,193234.61,72269.74,1,1,1,70.28,High Priority,9.0,99131.74,2.0,2026-06-26,9.0,69255.28,45.58,Escalated call + field follow-up
LOAN00018516,APP00029959,CUST0008724,Kerala,Thrissur,Female,Self-employed,Transport and Logistics,Upper Mass,59608,659,0.214,Paid Search,Personal Loan,Emergency Expense,Critical,31.08,2026-02-28,124000.0,27.68,12,11947.34,Defaulted,114375.86,107,Default,1,0,71684.04000000001,33212.09,0.4633,1,1,0,24.666666666666668,105,0.55,0.68,114375.86,42776.57,1,1,1,68.02,High Priority,4.0,0.0,0.0,2026-06-19,4.0,36600.28,45.56,Settlement offer / legal review
LOAN00005245,APP00008395,CUST0017792,Madhya Pradesh,Indore,Female,Small Business Owner,Food and Hospitality,Upper Mass,70774,664,0.335,Website,Salary Advance,Emergency Expense,Critical,44.9,2024-11-29,24500.0,27.49,2,12672.53,Defaulted,26409.71,122,Default,1,0,25345.06,12672.53,0.5,1,0,1,76.5,115,0.55,0.68,26409.71,9877.23,1,1,1,65.51,High Priority,26.0,19084.199999999997,5.0,2026-06-17,26.0,9972.31,45.55,Settlement offer / legal review
LOAN00015669,APP00025319,CUST0006130,Karnataka,Bengaluru,Male,Gig Worker,Transport and Logistics,Mass Market,26600,723,0.295,Referral,Personal Loan,Education,High,60.46,2026-01-25,29000.0,23.86,12,2740.26,Defaulted,26718.17,168,Default,1,0,24662.340000000004,9707.630000000001,0.3936,1,1,2,9.444444444444445,45,0.55,0.68,26718.17,9992.6,1,1,1,65.51,High Priority,7.0,6884.76,0.0,2026-05-25,7.0,8549.81,45.55,Settlement offer / legal review
LOAN00008441,APP00013532,CUST0002488,Telangana,Hyderabad,Female,Salaried,Finance and Accounting,Low Income,12000,686,0.499,DSA Agent,Personal Loan,Medical Expense,Critical,40.63,2025-12-09,24500.0,29.48,24,1363.31,Defaulted,16709.03,146,Default,1,0,19086.34,4089.93,0.2143,2,1,0,16.857142857142858,119,0.55,0.68,16709.03,6249.18,1,1,1,65.23,High Priority,9.0,22459.53,3.0,2026-06-18,9.0,6309.33,45.54,Settlement offer / legal review
LOAN00020456,APP00033041,CUST0000259,Madhya Pradesh,Bhopal,Male,Gig Worker,Delivery and Mobility,Mass Market,27390,625,0.484,Mobile App,Salary Advance,Rent Payment,Critical,31.36,2026-04-07,5000.0,26.4,1,5110.0,Defaulted,4686.79,116,Default,1,0,5110.0,5110.0,1.0,0,0,0,1.0,1,0.55,0.68,4686.79,1752.86,1,1,1,64.88,High Priority,0.0,0.0,0.0,No Prior Contact,0.0,1499.77,45.51,Settlement offer / legal review
LOAN00010763,APP00017240,CUST0014203,Maharashtra,Mumbai,Male,Gig Worker,Other Services,Upper Mass,56373,712,0.289,Website,Personal Loan,Family Event,Critical,39.18,2025-07-24,101500.0,27.54,6,18301.18,Defaulted,46257.08,157,Default,1,0,109807.08,36602.36,0.3333,4,0,1,70.5,113,0.55,0.68,46257.08,17300.15,1,1,1,66.07,High Priority,15.0,33405.83,2.0,2026-06-18,15.0,16578.54,45.51,Settlement offer / legal review
LOAN00015836,APP00025596,CUST0017450,Uttar Pradesh,Kanpur,Male,Salaried,Healthcare,Upper Mass,51772,678,0.461,Paid Search,Personal Loan,Emergency Expense,Critical,36.12,2024-12-27,53000.0,27.78,24,2903.15,Defaulted,23109.68,123,Default,1,0,52256.700000000004,19420.0,0.3716,10,3,2,45.22222222222222,100,0.55,0.68,23109.68,8643.02,1,1,1,65.41,High Priority,27.0,41145.3,5.0,2026-06-28,27.0,8726.22,45.5,Settlement offer / legal review
LOAN00008712,APP00013993,CUST0014493,Gujarat,Surat,Male,Self-employed,Professional Services,Upper Mass,89505,658,0.326,Partner Marketplace,Personal Loan,Medical Expense,Critical,42.45,2025-05-26,62500.0,30.14,9,7845.37,Defaulted,24598.15,209,Default,1,0,70608.33,28412.02,0.4024,5,1,3,49.55555555555556,112,0.55,0.68,24598.15,9199.71,1,1,1,65.45,High Priority,23.0,8109.39,1.0,2026-06-08,23.0,8343.69,45.5,Settlement offer / legal review
LOAN00008933,APP00014328,CUST0005577,Rajasthan,Jodhpur,Male,Small Business Owner,Retail Business,Affluent,137507,694,0.513,Mobile App,Personal Loan,Emergency Expense,High,47.48,2025-07-01,297000.0,25.57,24,15936.41,Defaulted,196842.71,111,Default,1,0,302791.79,135398.48,0.4472,1,1,4,12.578947368421053,110,0.55,0.68,196842.71,73619.17,1,1,1,70.38,High Priority,14.0,0.0,1.0,2026-06-22,14.0,66769.05,45.5,Settlement offer / legal review
LOAN00003469,APP00005529,CUST0020714,Telangana,Hyderabad,Male,Self-employed,Sales and Retail,Upper Mass,95008,639,0.532,Referral,Personal Loan,Travel,Critical,36.7,2026-01-13,115500.0,28.22,9,14389.05,Defaulted,62694.19,156,Default,1,0,115112.4,28778.1,0.25,2,0,3,24.375,93,0.55,0.68,62694.19,23447.63,1,1,1,66.54,High Priority,9.0,34482.130000000005,1.0,2026-06-15,9.0,21265.87,45.49,Settlement offer / legal review
LOAN00016820,APP00027209,CUST0004535,Uttar Pradesh,Lucknow,Male,Small Business Owner,Retail Business,Low Income,12000,633,0.341,Mobile App,Salary Advance,Rent Payment,Critical,36.11,2025-05-23,3000.0,26.73,1,3066.82,Defaulted,2940.76,131,Default,1,0,3066.82,2216.49,0.7227,0,1,0,46.0,46,0.55,0.68,2940.76,1099.84,1,1,1,64.83,High Priority,17.0,1569.4499999999998,5.0,2026-06-12,17.0,1110.43,45.49,Settlement offer / legal review
LOAN00011518,APP00018511,CUST0013452,Gujarat,Surat,Male,Salaried,Finance and Accounting,Upper Mass,68564,674,0.614,Paid Search,Personal Loan,Home Improvement,Critical,34.89,2025-11-21,135000.0,25.81,12,12884.09,Defaulted,100240.5,92,Default,1,0,103072.72,61043.56,0.5922,0,3,1,16.0,55,0.55,0.68,100240.5,37489.95,1,1,1,67.62,High Priority,5.0,45312.53,2.0,2026-06-27,5.0,35926.2,45.49,Settlement offer / legal review
LOAN00015533,APP00025092,CUST0023863,Madhya Pradesh,Gwalior,Male,Small Business Owner,Trading,Low Income,12000,583,0.298,Paid Search,Salary Advance,Utility Bills,High,47.75,2025-07-07,5000.0,24.01,6,892.65,Defaulted,728.4,175,Default,1,0,5355.9,3873.4,0.7232,0,3,3,32.5,48,0.55,0.68,728.4,272.42,1,1,1,64.77,High Priority,18.0,1617.8899999999999,2.0,2026-06-17,18.0,261.06,45.48,Settlement offer / legal review
